Reg Number,Name,Year,Branch,CGPA
20BCE1184,Krishna Reddy,4,Computer Engineering,7.38
20BIT2828,Arjun Nair,4,Information Technology,6.69
23BEE1011,Aarav Roy,1,Electrical Engineering,8.75
20BCH2471,Sneha Nair,4,Chemical Engineering,9.66
23BEE8967,Ishita Reddy,1,Electrical Engineering,6.63
21BIT2999,Vivaan Gupta,3,Information Technology,9.37
23BCH4641,Arjun Sharma,1,Chemical Engineering,9.31
20BIT7057,Sneha Patel,4,Information Technology,7.36
20BEE9823,Ishita Reddy,4,Electrical Engineering,6.22
22BIT3593,Ishita Iyer,2,Information Technology,9.23
20BCE1690,Ishita Verma,4,Computer Engineering,9.88
20BIT2777,Arjun Das,4,Information Technology,9.78
23BCE7497,Ishita Nair,1,Computer Engineering,7.67
20BCH4064,Sneha Reddy,4,Chemical Engineering,7.53
21BIT5326,Sneha Iyer,3,Information Technology,6.36
22BCE8309,Arjun Das,2,Computer Engineering,8.0
23BIT0939,Aarav Das,1,Information Technology,8.65
20BME4119,Pooja Sharma,4,Mechanical Engineering,6.6
22BEE5068,Neha Nair,2,Electrical Engineering,9.24
21BCE6323,Pooja Nair,3,Computer Engineering,7.24
22BCE0664,Arjun Gupta,2,Computer Engineering,8.16
22BIT6997,Sneha Nair,2,Information Technology,6.52
23BCE9452,Aditya Sharma,1,Computer Engineering,9.54
21BME7379,Aditya Singh,3,Mechanical Engineering,8.95
20BIT4456,Vivaan Sharma,4,Information Technology,7.68
20BIT7982,Sneha Gupta,4,Information Technology,7.15
22BCE8899,Vivaan Singh,2,Computer Engineering,8.93
21BME4770,Ananya Reddy,3,Mechanical Engineering,7.88
23BCE7818,Neha Verma,1,Computer Engineering,9.27
23BCE3378,Aarav Reddy,1,Computer Engineering,6.55
21BCE2031,Neha Reddy,3,Computer Engineering,6.05
21BCH8441,Arjun Iyer,3,Chemical Engineering,8.23
20BIT0277,Krishna Roy,4,Information Technology,6.8
21BCH2928,Aditya Reddy,3,Chemical Engineering,8.95
20BEE7466,Neha Patel,4,Electrical Engineering,6.68
23BEE5319,Vivaan Das,1,Electrical Engineering,8.75
20BIT8220,Aarav Verma,4,Information Technology,9.89
21BIT9876,Arjun Iyer,3,Information Technology,7.92
20BIT9174,Pooja Sharma,4,Information Technology,7.47
21BIT4232,Vivaan Roy,3,Information Technology,9.04
23BCE9666,Sneha Singh,1,Computer Engineering,8.2
21BEE3761,Neha Das,3,Electrical Engineering,6.57
22BCE8072,Arjun Patel,2,Computer Engineering,7.8
23BEE4725,Sneha Singh,1,Electrical Engineering,9.62
20BME0083,Aditya Verma,4,Mechanical Engineering,9.99
22BME2662,Ishita Gupta,2,Mechanical Engineering,6.25
22BCH3033,Neha Patel,2,Chemical Engineering,8.37
21BIT1103,Vivaan Reddy,3,Information Technology,9.49
22BEE1588,Krishna Das,2,Electrical Engineering,8.66
21BME6127,Aditya Gupta,3,Mechanical Engineering,6.08
22BEE4619,Vivaan Sharma,2,Electrical Engineering,7.81
21BEE0058,Arjun Verma,3,Electrical Engineering,9.13
20BME8074,Aditya Verma,4,Mechanical Engineering,7.04
23BCH1910,Krishna Das,1,Chemical Engineering,9.59
23BCH3556,Pooja Iyer,1,Chemical Engineering,9.18
23BCE8691,Neha Iyer,1,Computer Engineering,8.03
21BME0320,Vivaan Iyer,3,Mechanical Engineering,9.79
21BCE6640,Sneha Iyer,3,Computer Engineering,6.96
21BCH7261,Neha Verma,3,Chemical Engineering,9.58
23BME4252,Pooja Gupta,1,Mechanical Engineering,8.51
20BCE6336,Ishita Singh,4,Computer Engineering,8.7
20BCH1939,Aditya Patel,4,Chemical Engineering,8.35
21BME9151,Aarav Iyer,3,Mechanical Engineering,9.57
22BIT3413,Aditya Sharma,2,Information Technology,6.11
20BEE0484,Vivaan Sharma,4,Electrical Engineering,9.8
21BEE3576,Pooja Verma,3,Electrical Engineering,7.93
22BIT1917,Ishita Roy,2,Information Technology,6.4
23BIT4136,Pooja Reddy,1,Information Technology,9.31
22BCE3791,Vivaan Iyer,2,Computer Engineering,9.57
20BME6774,Ananya Roy,4,Mechanical Engineering,7.32
23BIT1988,Aarav Das,1,Information Technology,7.7
23BIT3115,Ishita Roy,1,Information Technology,6.36
23BCH8587,Neha Gupta,1,Chemical Engineering,7.59
20BIT0928,Ishita Gupta,4,Information Technology,6.62
22BCH9381,Sneha Verma,2,Chemical Engineering,8.11
21BME2468,Aditya Reddy,3,Mechanical Engineering,7.89
23BME7845,Aarav Gupta,1,Mechanical Engineering,6.31
22BEE4163,Ananya Verma,2,Electrical Engineering,6.99
20BME7526,Sneha Roy,4,Mechanical Engineering,8.05
21BCE0449,Arjun Patel,3,Computer Engineering,6.72
20BIT1506,Aarav Das,4,Information Technology,8.22
23BIT6027,Aditya Verma,1,Information Technology,8.75
22BCE0521,Ishita Patel,2,Computer Engineering,8.64
23BEE2434,Aarav Nair,1,Electrical Engineering,8.42
23BCE4053,Aditya Singh,1,Computer Engineering,8.66
20BIT3610,Arjun Reddy,4,Information Technology,9.54
23BME6118,Ananya Verma,1,Mechanical Engineering,8.18
22BCE2759,Neha Iyer,2,Computer Engineering,9.74
23BME2734,Aarav Das,1,Mechanical Engineering,8.21
23BCE2468,Sneha Roy,1,Computer Engineering,6.5
21BCE9599,Vivaan Reddy,3,Computer Engineering,9.55
20BCH7095,Pooja Iyer,4,Chemical Engineering,8.48
22BCH5843,Sneha Verma,2,Chemical Engineering,6.46
21BIT9407,Sneha Singh,3,Information Technology,7.91
23BCE6838,Ananya Sharma,1,Computer Engineering,7.6
20BCE0865,Neha Reddy,4,Computer Engineering,6.46
21BCH8567,Vivaan Das,3,Chemical Engineering,8.76
22BEE0446,Krishna Das,2,Electrical Engineering,6.71
20BIT6014,Aarav Singh,4,Information Technology,8.12
21BIT8875,Krishna Iyer,3,Information Technology,8.65
23BEE1969,Ishita Sharma,1,Electrical Engineering,6.05
21BCE3517,Neha Gupta,3,Computer Engineering,9.13
21BEE5717,Ananya Patel,3,Electrical Engineering,6.72
20BCE2799,Neha Iyer,4,Computer Engineering,9.14
20BCH8886,Pooja Nair,4,Chemical Engineering,7.63
20BCH5532,Arjun Sharma,4,Chemical Engineering,9.86
23BCH2190,Krishna Verma,1,Chemical Engineering,6.22
22BCE2509,Pooja Verma,2,Computer Engineering,9.86
22BEE2846,Sneha Verma,2,Electrical Engineering,9.79
23BCH9637,Aditya Sharma,1,Chemical Engineering,6.66
23BCH7829,Neha Sharma,1,Chemical Engineering,8.72
20BME5859,Neha Verma,4,Mechanical Engineering,7.51
23BCH8229,Arjun Gupta,1,Chemical Engineering,7.03
22BCE7668,Neha Sharma,2,Computer Engineering,6.29
23BIT4813,Krishna Das,1,Information Technology,9.68
22BIT9883,Pooja Gupta,2,Information Technology,8.45
22BEE0708,Sneha Reddy,2,Electrical Engineering,7.97
22BIT1195,Ananya Singh,2,Information Technology,7.56
21BEE2942,Neha Patel,3,Electrical Engineering,9.07
23BEE1939,Aditya Iyer,1,Electrical Engineering,9.71
23BCH7493,Krishna Roy,1,Chemical Engineering,6.59
23BIT6107,Sneha Gupta,1,Information Technology,6.82
21BCH9944,Aarav Roy,3,Chemical Engineering,8.22
22BME0749,Sneha Roy,2,Mechanical Engineering,8.71
22BCH9674,Neha Reddy,2,Chemical Engineering,8.09
23BME9226,Aarav Das,1,Mechanical Engineering,6.47
23BME5522,Aditya Das,1,Mechanical Engineering,6.52
23BCE5174,Ananya Patel,1,Computer Engineering,8.19
21BIT3788,Ishita Gupta,3,Information Technology,6.91
21BEE9662,Ishita Das,3,Electrical Engineering,7.52
21BME3363,Ishita Roy,3,Mechanical Engineering,7.06
23BME7787,Aditya Gupta,1,Mechanical Engineering,7.79
20BCE9903,Ananya Das,4,Computer Engineering,6.11
20BME9880,Vivaan Roy,4,Mechanical Engineering,7.54
23BCE8495,Aarav Patel,1,Computer Engineering,8.72
21BIT9849,Ishita Roy,3,Information Technology,7.82
22BME8986,Krishna Singh,2,Mechanical Engineering,7.33
22BCH2994,Arjun Sharma,2,Chemical Engineering,9.85
22BIT2282,Arjun Gupta,2,Information Technology,8.66
23BEE4084,Neha Reddy,1,Electrical Engineering,8.87
21BIT4281,Sneha Nair,3,Information Technology,8.21
20BIT5996,Aarav Sharma,4,Information Technology,6.03
22BEE6638,Arjun Reddy,2,Electrical Engineering,6.8
20BIT9109,Neha Reddy,4,Information Technology,9.72
21BCH7859,Arjun Singh,3,Chemical Engineering,9.21
22BEE1205,Aarav Das,2,Electrical Engineering,9.01
20BIT1307,Ishita Patel,4,Information Technology,7.33
22BIT0289,Aditya Patel,2,Information Technology,7.74
20BME9077,Ishita Iyer,4,Mechanical Engineering,7.01
22BCH7280,Pooja Das,2,Chemical Engineering,9.01
23BCE5622,Ananya Roy,1,Computer Engineering,8.08
21BME0763,Krishna Patel,3,Mechanical Engineering,9.72
23BME1167,Ishita Sharma,1,Mechanical Engineering,6.57
22BEE1041,Krishna Singh,2,Electrical Engineering,9.03
20BCE2964,Aarav Gupta,4,Computer Engineering,8.57
22BEE9037,Aditya Verma,2,Electrical Engineering,7.2
20BCE0511,Vivaan Das,4,Computer Engineering,7.87
22BCH4946,Ishita Verma,2,Chemical Engineering,8.96
23BCH4464,Ananya Patel,1,Chemical Engineering,6.37
22BCE5587,Sneha Reddy,2,Computer Engineering,9.17
20BEE2337,Ishita Reddy,4,Electrical Engineering,6.21
21BIT6554,Aarav Reddy,3,Information Technology,9.13
20BEE0730,Arjun Verma,4,Electrical Engineering,9.8
22BME9897,Ananya Roy,2,Mechanical Engineering,9.37
20BCH3833,Aarav Verma,4,Chemical Engineering,9.17
22BCE1996,Arjun Das,2,Computer Engineering,8.4
23BME4813,Krishna Nair,1,Mechanical Engineering,9.67
22BCH6599,Aditya Sharma,2,Chemical Engineering,6.09
21BEE2019,Sneha Nair,3,Electrical Engineering,7.31
22BCH9453,Sneha Gupta,2,Chemical Engineering,6.92
21BEE4924,Vivaan Das,3,Electrical Engineering,6.7
20BCE4211,Aditya Singh,4,Computer Engineering,8.71
22BCH2286,Aditya Nair,2,Chemical Engineering,7.75
22BCE6739,Ananya Nair,2,Computer Engineering,8.75
22BCH2116,Neha Nair,2,Chemical Engineering,9.33
22BCE9797,Pooja Singh,2,Computer Engineering,6.93
22BEE8931,Sneha Sharma,2,Electrical Engineering,7.47
23BCE8320,Pooja Iyer,1,Computer Engineering,6.81
22BCH8426,Vivaan Sharma,2,Chemical Engineering,8.48
22BEE9627,Sneha Sharma,2,Electrical Engineering,8.23
20BME8159,Sneha Roy,4,Mechanical Engineering,6.73
20BCE6469,Sneha Patel,4,Computer Engineering,8.75
21BME9807,Pooja Roy,3,Mechanical Engineering,7.98
23BCH0934,Ananya Sharma,1,Chemical Engineering,9.33
21BME6039,Sneha Reddy,3,Mechanical Engineering,9.98
23BIT0722,Neha Nair,1,Information Technology,7.3
21BCH7434,Ananya Gupta,3,Chemical Engineering,9.66
23BEE9812,Krishna Roy,1,Electrical Engineering,6.8
20BCH5098,Pooja Sharma,4,Chemical Engineering,9.46
20BCE3792,Vivaan Das,4,Computer Engineering,7.94
21BME3597,Aarav Roy,3,Mechanical Engineering,6.36
20BIT8343,Pooja Singh,4,Information Technology,9.16
23BME7716,Arjun Patel,1,Mechanical Engineering,8.23
22BCE9613,Ananya Roy,2,Computer Engineering,9.85
22BCH3806,Arjun Patel,2,Chemical Engineering,7.26
20BEE8153,Ishita Sharma,4,Electrical Engineering,9.52
23BEE0568,Pooja Gupta,1,Electrical Engineering,6.47
22BCE6114,Ananya Gupta,2,Computer Engineering,8.21
22BCE2847,Pooja Patel,2,Computer Engineering,6.24
21BCH7909,Vivaan Reddy,3,Chemical Engineering,7.39
23BCH3617,Ishita Nair,1,Chemical Engineering,8.26
23BCH7565,Ananya Sharma,1,Chemical Engineering,6.52
22BME2695,Vivaan Roy,2,Mechanical Engineering,7.35
21BME2832,Neha Iyer,3,Mechanical Engineering,9.58
20BEE9214,Neha Singh,4,Electrical Engineering,7.37
22BME6041,Sneha Verma,2,Mechanical Engineering,6.94
21BME9232,Neha Singh,3,Mechanical Engineering,7.17
22BCH7296,Krishna Iyer,2,Chemical Engineering,9.77
20BCE5032,Neha Gupta,4,Computer Engineering,7.58
22BIT7764,Aditya Singh,2,Information Technology,9.37
20BIT9187,Aditya Singh,4,Information Technology,9.02
21BEE7460,Krishna Nair,3,Electrical Engineering,8.14
23BME6239,Ananya Patel,1,Mechanical Engineering,7.35
21BCE1335,Sneha Gupta,3,Computer Engineering,6.05
23BEE1947,Krishna Reddy,1,Electrical Engineering,7.42
23BME5479,Aditya Sharma,1,Mechanical Engineering,9.28
23BCE7301,Neha Singh,1,Computer Engineering,7.18
21BCH0215,Aditya Nair,3,Chemical Engineering,6.79
20BCE5680,Krishna Sharma,4,Computer Engineering,6.69
21BME4863,Neha Nair,3,Mechanical Engineering,8.59
22BME1964,Vivaan Verma,2,Mechanical Engineering,7.6
22BCH7740,Vivaan Patel,2,Chemical Engineering,8.02
20BCE1131,Aditya Iyer,4,Computer Engineering,6.0
22BME5014,Aditya Das,2,Mechanical Engineering,6.94
21BCH6612,Krishna Singh,3,Chemical Engineering,8.79
21BCE2572,Sneha Reddy,3,Computer Engineering,9.01
21BIT0263,Pooja Nair,3,Information Technology,6.28
22BME2114,Neha Singh,2,Mechanical Engineering,7.31
21BEE9136,Ishita Iyer,3,Electrical Engineering,7.79
21BIT2555,Aarav Nair,3,Information Technology,9.25
20BEE5265,Neha Singh,4,Electrical Engineering,7.7
20BIT5812,Krishna Singh,4,Information Technology,7.85
23BIT4838,Aarav Roy,1,Information Technology,8.71
21BCH6662,Neha Patel,3,Chemical Engineering,9.52
20BME2075,Pooja Das,4,Mechanical Engineering,7.43
20BEE1218,Neha Iyer,4,Electrical Engineering,8.23
20BME6196,Aditya Verma,4,Mechanical Engineering,7.77
21BEE4761,Aarav Verma,3,Electrical Engineering,8.84
21BME6381,Aditya Das,3,Mechanical Engineering,7.36
21BME7699,Aarav Nair,3,Mechanical Engineering,7.48
22BCE4581,Ishita Das,2,Computer Engineering,7.03
20BME0080,Krishna Gupta,4,Mechanical Engineering,7.53
20BCH0577,Arjun Sharma,4,Chemical Engineering,9.85
21BME0697,Pooja Das,3,Mechanical Engineering,7.54
22BCE9430,Aarav Patel,2,Computer Engineering,8.43
21BCH1259,Krishna Patel,3,Chemical Engineering,8.79
21BCH9001,Arjun Roy,3,Chemical Engineering,9.66
21BCH2410,Pooja Roy,3,Chemical Engineering,7.87
20BME4192,Sneha Patel,4,Mechanical Engineering,7.43
23BEE5699,Arjun Gupta,1,Electrical Engineering,9.38
21BCH9025,Arjun Reddy,3,Chemical Engineering,7.31
21BIT6004,Neha Iyer,3,Information Technology,9.36
23BME4758,Aditya Roy,1,Mechanical Engineering,7.91
23BIT2657,Arjun Nair,1,Information Technology,7.95
20BCE4791,Aarav Reddy,4,Computer Engineering,7.49
22BME0307,Vivaan Sharma,2,Mechanical Engineering,8.72
22BME6275,Neha Das,2,Mechanical Engineering,9.0
23BIT3153,Neha Patel,1,Information Technology,8.1
20BME8044,Aarav Verma,4,Mechanical Engineering,8.29
23BIT7858,Aarav Verma,1,Information Technology,8.68
21BEE7509,Aarav Nair,3,Electrical Engineering,6.44
22BCH9287,Vivaan Sharma,2,Chemical Engineering,9.09
21BME5922,Vivaan Das,3,Mechanical Engineering,9.68
22BCH9319,Aarav Verma,2,Chemical Engineering,8.98
23BEE1785,Sneha Roy,1,Electrical Engineering,9.79
23BME5386,Arjun Patel,1,Mechanical Engineering,6.54
23BIT4720,Krishna Patel,1,Information Technology,7.85
22BME3924,Aditya Nair,2,Mechanical Engineering,7.98
21BCH7097,Neha Gupta,3,Chemical Engineering,9.2
23BME2804,Arjun Reddy,1,Mechanical Engineering,6.04
22BME4119,Vivaan Singh,2,Mechanical Engineering,8.56
23BCE9465,Aditya Patel,1,Computer Engineering,8.74
22BME4592,Vivaan Nair,2,Mechanical Engineering,9.54
22BCE6328,Aarav Reddy,2,Computer Engineering,6.05
23BCH1397,Ananya Patel,1,Chemical Engineering,7.7
23BCE2190,Ananya Roy,1,Computer Engineering,9.77
23BEE7161,Arjun Sharma,1,Electrical Engineering,6.42
22BIT4434,Aditya Das,2,Information Technology,8.33
21BCH0453,Vivaan Singh,3,Chemical Engineering,6.16
20BCH5852,Aarav Roy,4,Chemical Engineering,8.96
23BCE9390,Sneha Reddy,1,Computer Engineering,7.69
23BEE6342,Neha Iyer,1,Electrical Engineering,6.83
23BIT6244,Pooja Sharma,1,Information Technology,7.29
20BCE2962,Krishna Iyer,4,Computer Engineering,8.1
21BIT7367,Ishita Sharma,3,Information Technology,9.8
21BME1290,Ishita Verma,3,Mechanical Engineering,6.28
20BCH3428,Pooja Das,4,Chemical Engineering,7.47
23BEE4983,Aarav Gupta,1,Electrical Engineering,8.95
20BME1179,Ananya Reddy,4,Mechanical Engineering,6.09
23BCE5347,Vivaan Reddy,1,Computer Engineering,8.06
23BCE7975,Neha Sharma,1,Computer Engineering,6.41
21BCH7445,Krishna Singh,3,Chemical Engineering,9.43
22BCE5438,Sneha Nair,2,Computer Engineering,7.43
21BIT4147,Ishita Singh,3,Information Technology,7.8
20BCE9289,Aditya Verma,4,Computer Engineering,6.34
20BCE5592,Aarav Roy,4,Computer Engineering,9.42
22BME4859,Pooja Roy,2,Mechanical Engineering,8.91
20BEE4369,Ishita Gupta,4,Electrical Engineering,9.29
20BCE5595,Arjun Nair,4,Computer Engineering,8.66
22BCH9514,Ananya Verma,2,Chemical Engineering,9.83
21BCE7613,Vivaan Nair,3,Computer Engineering,9.54
20BCH3262,Krishna Verma,4,Chemical Engineering,9.75
21BIT9831,Ananya Reddy,3,Information Technology,6.08
23BIT0063,Arjun Nair,1,Information Technology,8.99
21BCH6670,Aditya Gupta,3,Chemical Engineering,6.24
22BCE3860,Sneha Reddy,2,Computer Engineering,8.01
23BCE6722,Aditya Sharma,1,Computer Engineering,6.25
23BCE4513,Aarav Das,1,Computer Engineering,6.27
22BCH6080,Ishita Nair,2,Chemical Engineering,8.04
20BME7116,Ananya Verma,4,Mechanical Engineering,9.17
21BME2739,Ananya Reddy,3,Mechanical Engineering,7.14
23BCH3993,Krishna Sharma,1,Chemical Engineering,7.77
21BCE3407,Ananya Gupta,3,Computer Engineering,6.83
21BCH9582,Aarav Verma,3,Chemical Engineering,8.56
23BIT8523,Arjun Verma,1,Information Technology,6.52
22BIT5828,Ananya Sharma,2,Information Technology,8.73
23BME8908,Neha Verma,1,Mechanical Engineering,9.94
21BME1193,Aarav Roy,3,Mechanical Engineering,7.18
23BME1108,Vivaan Gupta,1,Mechanical Engineering,6.77
20BCH9451,Aarav Singh,4,Chemical Engineering,7.01
21BME6859,Arjun Reddy,3,Mechanical Engineering,9.2
23BIT4716,Krishna Reddy,1,Information Technology,8.02
23BME0618,Aditya Patel,1,Mechanical Engineering,8.3
23BEE0874,Aditya Gupta,1,Electrical Engineering,9.43
23BEE5605,Aarav Das,1,Electrical Engineering,9.54
22BCH9606,Neha Patel,2,Chemical Engineering,6.83
21BCE5822,Aarav Iyer,3,Computer Engineering,9.56
22BCH5125,Vivaan Das,2,Chemical Engineering,6.68
20BCE2813,Pooja Reddy,4,Computer Engineering,8.96
20BCE9215,Sneha Gupta,4,Computer Engineering,6.95
20BEE8765,Aarav Nair,4,Electrical Engineering,6.45
22BME6658,Pooja Patel,2,Mechanical Engineering,6.51
22BCE0968,Pooja Gupta,2,Computer Engineering,6.82
22BCE8449,Krishna Singh,2,Computer Engineering,9.46
22BME4039,Ananya Roy,2,Mechanical Engineering,7.77
20BCH6440,Aditya Das,4,Chemical Engineering,7.86
23BME8691,Aarav Roy,1,Mechanical Engineering,9.14
21BCH8350,Aditya Patel,3,Chemical Engineering,6.12
22BCE8084,Arjun Patel,2,Computer Engineering,6.89
20BEE1219,Krishna Sharma,4,Electrical Engineering,6.83
22BEE5864,Ananya Nair,2,Electrical Engineering,8.32
21BCH2865,Aarav Singh,3,Chemical Engineering,6.23
23BCE1453,Vivaan Patel,1,Computer Engineering,9.67
22BIT5262,Arjun Nair,2,Information Technology,9.39
21BME5605,Sneha Das,3,Mechanical Engineering,6.94
21BME9629,Sneha Verma,3,Mechanical Engineering,7.25
21BIT7183,Aditya Nair,3,Information Technology,7.13
23BCE1297,Aarav Nair,1,Computer Engineering,7.23
22BEE3692,Arjun Patel,2,Electrical Engineering,8.64
22BEE6046,Ishita Das,2,Electrical Engineering,9.88
22BEE5590,Ananya Verma,2,Electrical Engineering,8.61
22BCH5504,Pooja Nair,2,Chemical Engineering,8.42
23BIT2244,Neha Patel,1,Information Technology,9.28
20BIT9634,Neha Iyer,4,Information Technology,8.53
22BCH0401,Ishita Sharma,2,Chemical Engineering,7.67
21BCH0610,Aditya Nair,3,Chemical Engineering,7.37
23BCH0027,Ishita Das,1,Chemical Engineering,7.8
23BIT7686,Aarav Nair,1,Information Technology,8.22
21BIT1848,Neha Das,3,Information Technology,8.64
20BCE5084,Ishita Nair,4,Computer Engineering,6.17
21BME2413,Ananya Sharma,3,Mechanical Engineering,9.66
21BCE8507,Pooja Nair,3,Computer Engineering,8.09
22BCE9248,Arjun Roy,2,Computer Engineering,7.02
23BEE7975,Aditya Iyer,1,Electrical Engineering,7.51
22BEE2766,Pooja Verma,2,Electrical Engineering,8.25
21BIT9330,Arjun Patel,3,Information Technology,6.02
22BME8202,Aditya Singh,2,Mechanical Engineering,9.73
21BCH3590,Arjun Roy,3,Chemical Engineering,9.0
23BCE7861,Aditya Nair,1,Computer Engineering,8.93
23BME4046,Ananya Gupta,1,Mechanical Engineering,8.05
21BME9696,Ananya Nair,3,Mechanical Engineering,9.88
20BCE7399,Ishita Roy,4,Computer Engineering,8.1
20BCE8038,Krishna Reddy,4,Computer Engineering,8.52
22BCH0273,Neha Reddy,2,Chemical Engineering,8.71
21BIT5373,Aarav Patel,3,Information Technology,6.43
20BME6067,Arjun Verma,4,Mechanical Engineering,7.48
21BCE7020,Sneha Das,3,Computer Engineering,9.96
23BEE0775,Aarav Patel,1,Electrical Engineering,8.69
23BEE4440,Aarav Singh,1,Electrical Engineering,9.02
22BCE3320,Ananya Gupta,2,Computer Engineering,7.88
22BME6009,Sneha Singh,2,Mechanical Engineering,9.94
21BCE4150,Aditya Iyer,3,Computer Engineering,6.91
23BCH7997,Aarav Das,1,Chemical Engineering,7.4
23BEE8664,Aarav Das,1,Electrical Engineering,9.63
22BEE5746,Arjun Das,2,Electrical Engineering,9.93
21BCE2615,Ananya Gupta,3,Computer Engineering,6.94
20BME6099,Vivaan Nair,4,Mechanical Engineering,8.27
21BCH7217,Pooja Nair,3,Chemical Engineering,6.34
22BIT7186,Krishna Verma,2,Information Technology,9.31
20BME0493,Aditya Singh,4,Mechanical Engineering,7.86
22BEE7435,Aarav Sharma,2,Electrical Engineering,8.5
20BEE3175,Pooja Patel,4,Electrical Engineering,9.12
23BEE5158,Aarav Iyer,1,Electrical Engineering,7.08
23BIT2683,Neha Das,1,Information Technology,8.26
20BCH3642,Krishna Iyer,4,Chemical Engineering,8.23
23BEE9589,Krishna Sharma,1,Electrical Engineering,7.44
20BME1993,Pooja Nair,4,Mechanical Engineering,6.01
22BCH9703,Aarav Sharma,2,Chemical Engineering,7.59
22BME4264,Aarav Gupta,2,Mechanical Engineering,9.98
20BIT8292,Pooja Gupta,4,Information Technology,9.86
22BCH8734,Ananya Sharma,2,Chemical Engineering,7.97
20BEE6591,Krishna Roy,4,Electrical Engineering,9.32
22BME0171,Neha Verma,2,Mechanical Engineering,7.02
22BCE1515,Sneha Verma,2,Computer Engineering,9.96
22BME0271,Ishita Patel,2,Mechanical Engineering,9.82
20BEE4840,Arjun Sharma,4,Electrical Engineering,7.53
22BIT5035,Ananya Roy,2,Information Technology,9.98
20BEE4482,Pooja Verma,4,Electrical Engineering,6.78
22BME9819,Ananya Gupta,2,Mechanical Engineering,8.03
23BCH4170,Sneha Reddy,1,Chemical Engineering,8.54
22BEE9654,Sneha Verma,2,Electrical Engineering,9.6
22BCH9696,Ishita Sharma,2,Chemical Engineering,9.61
21BME8629,Aarav Reddy,3,Mechanical Engineering,7.36
23BCE9508,Neha Iyer,1,Computer Engineering,9.44
20BCE5271,Neha Gupta,4,Computer Engineering,6.73
20BME4084,Ishita Sharma,4,Mechanical Engineering,8.38
21BCE5099,Arjun Nair,3,Computer Engineering,8.38
22BCH9368,Arjun Nair,2,Chemical Engineering,8.37
20BCH4725,Aditya Singh,4,Chemical Engineering,7.27
23BME2094,Ishita Singh,1,Mechanical Engineering,9.27
22BIT9223,Sneha Singh,2,Information Technology,6.92
21BIT5955,Ananya Verma,3,Information Technology,6.7
21BEE1618,Ananya Singh,3,Electrical Engineering,8.88
20BCE8621,Aarav Sharma,4,Computer Engineering,6.38
20BME5735,Pooja Sharma,4,Mechanical Engineering,8.57
22BEE7858,Ananya Nair,2,Electrical Engineering,9.79
22BCH9105,Arjun Singh,2,Chemical Engineering,6.06
22BEE1272,Ananya Roy,2,Electrical Engineering,6.35
22BEE8881,Vivaan Roy,2,Electrical Engineering,6.52
20BEE6172,Aarav Roy,4,Electrical Engineering,8.99
20BCH9169,Ishita Iyer,4,Chemical Engineering,9.12
23BIT1181,Vivaan Patel,1,Information Technology,7.59
22BCH2584,Ananya Roy,2,Chemical Engineering,9.65
20BIT5774,Neha Patel,4,Information Technology,9.18
21BME5439,Krishna Roy,3,Mechanical Engineering,9.52
22BIT9127,Ananya Das,2,Information Technology,8.76
22BME1501,Krishna Reddy,2,Mechanical Engineering,8.95
21BEE4889,Sneha Verma,3,Electrical Engineering,8.2
20BCH7876,Ananya Nair,4,Chemical Engineering,8.84
23BME2859,Ishita Nair,1,Mechanical Engineering,6.75
21BIT7111,Ishita Nair,3,Information Technology,7.73
20BCE7752,Aditya Sharma,4,Computer Engineering,7.3
20BIT0428,Krishna Reddy,4,Information Technology,6.96
20BCE2460,Aditya Das,4,Computer Engineering,6.08
21BCH8455,Aditya Singh,3,Chemical Engineering,8.15
21BCH2765,Aarav Gupta,3,Chemical Engineering,8.14
20BME4180,Aarav Singh,4,Mechanical Engineering,6.57
20BME1327,Aarav Verma,4,Mechanical Engineering,8.17
22BCH3834,Aarav Roy,2,Chemical Engineering,9.14
21BEE8636,Ishita Patel,3,Electrical Engineering,6.66
22BEE3249,Pooja Das,2,Electrical Engineering,9.32
21BME9581,Aarav Reddy,3,Mechanical Engineering,6.74
22BCH7026,Vivaan Patel,2,Chemical Engineering,8.87
21BCH4814,Neha Verma,3,Chemical Engineering,6.82
22BEE3685,Ananya Patel,2,Electrical Engineering,8.89
23BCE6302,Krishna Singh,1,Computer Engineering,9.68
23BIT9992,Arjun Verma,1,Information Technology,6.86
21BIT7367,Sneha Gupta,3,Information Technology,8.42
21BME5341,Aarav Iyer,3,Mechanical Engineering,7.38
20BIT3712,Sneha Patel,4,Information Technology,7.96
22BEE6554,Pooja Patel,2,Electrical Engineering,9.68
22BME0811,Vivaan Das,2,Mechanical Engineering,6.59
22BIT4838,Ananya Sharma,2,Information Technology,9.21
20BCH4270,Aarav Patel,4,Chemical Engineering,6.06
21BEE1535,Krishna Roy,3,Electrical Engineering,7.83
23BME7337,Sneha Nair,1,Mechanical Engineering,8.22
20BCH2179,Arjun Nair,4,Chemical Engineering,7.89
22BIT6684,Pooja Reddy,2,Information Technology,7.25
21BCE9820,Aditya Sharma,3,Computer Engineering,9.52
21BCE0440,Ananya Nair,3,Computer Engineering,9.18
23BEE2605,Pooja Roy,1,Electrical Engineering,6.14
21BCH2639,Krishna Iyer,3,Chemical Engineering,9.57
22BEE3184,Neha Gupta,2,Electrical Engineering,6.1
21BCE0279,Ishita Roy,3,Computer Engineering,7.29
